uniq_name,absenteeism,air_pollution_-_particulate_matter,binge_drinking,breast_cancer_deaths,cardiovascular_disease_deaths,children_in_poverty,colorectal_cancer_deaths,dental_care,diabetes,frequent_mental_distress,frequent_physical_distress,high_blood_pressure,high_school_graduation,"housing_cost,_excessive",housing_with_potential_lead_risk,income_inequality,lead_exposure_risk_index,life_expectancy,limited_access_to_healthy_foods,low_birthweight,neighborhood_racial/ethnic_segregation,obesity,opioid_overdose_deaths,park_access,physical_inactivity,premature_deaths_(all_causes),prenatal_care,preventive_services,racial/ethnic_diversity,smoking,teen_births,third-grade_reading_proficiency,unemployment,uninsured,violent_crime,walkability
FL_Lakeland,8.0,7.8,13.6,32.6,286.7,25.1,18.8,56.1,13.2,13.4,15.6,36.3,93.5,33.5,13.1,-19.9,5.0,77.2,72.9,,13.9,35.6,11.5,37.5,32.0,13100.0,,33.5,63.3,18.5,,36.5,8.1,14.3,298.9,36.0
FL_Largo,12.0,7.9,16.9,25.8,228.1,22.2,19.0,58.6,12.1,13.1,15.4,36.1,59.7,37.7,9.8,-21.3,3.0,77.3,66.3,,9.5,28.3,11.1,30.8,31.0,10100.0,,33.5,50.7,20.7,,29.0,6.8,19.5,452.4,42.1
FL_Lauderhill,30.2,6.9,13.7,24.5,221.7,37.2,17.1,50.1,15.4,15.6,16.1,39.9,27.3,54.7,9.3,-25.9,6.0,75.3,48.4,,12.9,35.3,,66.5,35.5,7700.0,,24.7,50.0,21.7,,11.2,10.9,20.9,942.5,44.3
FL_Melbourne,10.8,6.3,16.8,25.2,251.8,20.1,21.0,57.7,12.6,13.5,14.9,32.9,88.1,36.0,9.2,-21.2,4.0,78.2,76.2,,8.2,27.3,17.4,27.1,29.9,11000.0,,31.3,53.2,20.0,,28.1,6.5,17.4,849.1,29.8
FL_Miami,22.5,7.1,14.8,41.8,389.9,36.0,30.1,53.3,14.6,13.1,15.5,32.5,83.5,54.8,21.6,-28.7,9.0,79.3,23.8,9.6,39.8,29.5,20.7,87.7,42.2,14400.0,78.3,19.4,55.3,16.6,60.2,23.3,8.1,27.8,771.6,79.2
FL_Miami Beach,28.8,6.7,18.3,20.1,139.5,15.5,8.7,66.8,9.8,10.4,10.9,27.0,85.3,48.7,20.7,-9.8,7.0,81.6,34.5,,8.7,23.8,7.3,95.2,30.5,3700.0,,26.1,59.0,13.4,,37.3,4.5,24.5,963.1,75.7
FL_Miami Gardens,18.7,7.2,14.1,,,33.0,,52.5,14.4,14.4,14.7,37.6,65.0,48.4,18.7,-24.4,8.0,77.5,54.6,,12.7,33.6,,45.5,40.7,100.0,,20.2,51.6,20.4,,19.3,11.0,26.6,796.3,43.3
FL_Miramar,10.0,7.2,17.8,20.5,150.4,13.2,13.1,63.5,10.3,11.9,10.9,28.6,57.4,45.7,5.6,3.4,2.0,80.0,63.6,9.5,8.8,29.0,,50.3,26.1,4600.0,73.7,28.4,77.7,14.9,6.8,29.6,7.3,16.9,305.1,29.7
FL_Orlando,25.8,7.3,19.1,43.0,397.5,28.0,32.7,58.8,10.1,13.4,12.8,29.3,90.1,44.4,10.3,-14.9,5.0,78.1,62.1,9.2,19.9,29.7,23.5,62.8,29.5,13700.0,,28.8,81.1,17.2,84.8,27.4,6.9,19.9,802.5,42.1
FL_Palm Bay,17.1,6.2,16.8,21.5,202.8,22.1,19.2,55.1,13.1,14.3,15.3,33.5,85.3,33.4,3.5,-17.6,3.0,78.4,84.9,7.6,4.2,29.7,6.8,22.3,31.3,8400.0,85.4,30.0,64.2,21.7,19.0,25.6,7.8,17.0,526.4,12.7
FL_Palm Coast,24.9,6.4,15.1,22.9,181.8,22.6,17.9,65.2,13.0,12.2,14.3,37.4,88.3,32.1,2.3,-11.2,2.0,79.2,91.1,,5.2,27.8,15.5,26.1,30.0,7700.0,,33.5,56.5,18.8,,39.2,6.5,18.0,,6.5
FL_Pembroke Pines,10.7,7.1,17.1,17.7,149.7,8.2,14.6,66.6,11.1,10.9,11.6,30.3,98.4,40.4,4.5,0.6,1.0,82.6,60.6,9.0,5.0,25.7,5.4,36.6,26.4,4200.0,77.5,29.4,79.7,13.1,5.8,38.5,6.3,13.4,194.8,31.6
FL_Plantation,10.8,6.9,18.3,20.8,220.5,11.8,13.3,68.6,9.6,11.3,11.0,29.4,94.2,38.5,7.1,6.4,2.0,79.7,60.6,,18.2,24.9,7.5,57.7,23.5,5000.0,,33.3,80.5,14.2,,33.0,5.9,15.2,254.2,59.3
FL_Pompano Beach,13.0,6.6,15.6,31.6,233.2,33.7,19.4,56.5,13.1,14.1,15.3,36.7,82.1,46.1,11.9,-19.6,6.0,77.7,56.2,,21.3,29.4,27.5,49.3,32.1,11500.0,,30.0,73.8,19.5,,15.7,10.1,26.5,903.7,47.4
FL_Port St. Lucie,23.3,6.1,17.1,24.0,192.6,16.0,16.8,63.4,11.8,12.8,14.4,32.3,94.1,36.4,2.6,-9.6,2.0,80.1,84.8,7.5,4.7,30.6,11.1,19.0,31.4,6800.0,69.2,33.0,67.4,20.2,12.4,27.9,7.2,18.5,105.9,13.6
FL_St. Petersburg,23.7,7.9,18.9,29.3,214.1,25.6,16.0,60.4,10.8,13.0,13.3,32.5,88.3,35.8,22.2,-11.9,7.0,76.8,61.2,9.4,23.1,29.4,8.7,74.8,27.8,10000.0,72.0,34.0,64.9,20.3,26.9,23.7,6.5,15.8,726.4,43.4
FL_Sunrise,12.9,6.9,16.3,23.0,195.4,18.5,10.9,61.0,12.1,12.7,13.3,33.3,87.3,43.5,5.8,-10.3,3.0,80.6,57.0,,11.4,28.1,3.5,42.1,29.5,5800.0,,28.4,80.6,16.5,,30.3,7.6,17.7,236.9,39.1
FL_Tallahassee,20.7,8.7,19.9,28.0,224.6,23.4,20.9,63.3,7.4,14.8,10.6,23.3,92.6,43.3,8.9,-19.0,6.0,78.2,80.8,9.4,13.1,28.4,5.9,46.7,24.9,8100.0,,39.2,66.9,16.3,12.3,35.4,10.0,10.4,797.5,31.9
FL_Tampa,18.8,8.7,17.9,30.4,310.1,28.7,25.6,55.5,11.9,13.9,13.8,30.6,81.5,39.4,17.5,-11.5,7.0,77.4,62.1,9.7,19.7,28.5,18.3,61.8,30.2,12100.0,85.5,29.2,79.9,19.4,34.0,26.8,8.1,14.6,493.8,50.0
FL_West Palm Beach,7.9,6.0,17.0,34.3,312.0,29.5,24.5,65.4,12.3,12.9,14.1,31.9,80.3,44.5,14.3,-9.4,6.0,78.3,59.2,,17.6,26.6,35.8,53.2,31.4,15300.0,,31.7,77.9,17.1,,17.4,8.6,20.8,863.0,41.6
GA_Albany,11.9,9.7,12.6,21.8,216.6,48.2,16.2,51.9,15.3,16.1,15.9,42.6,87.1,40.0,15.2,-34.6,8.0,74.8,84.9,,18.7,38.4,,53.7,37.1,12000.0,,27.7,50.4,24.0,,19.7,16.8,21.5,1093.1,25.6
GA_Athens,20.6,9.4,16.0,,,39.8,,59.2,8.7,15.3,11.4,28.4,79.6,42.6,10.9,-30.2,8.0,77.7,82.5,,15.6,27.5,,22.7,28.2,,,31.4,70.8,20.3,,30.7,7.6,16.2,429.6,26.4
GA_Atlanta,24.1,10.6,16.3,36.0,252.1,35.7,23.2,62.1,10.9,12.2,11.1,33.4,63.7,37.5,19.0,-8.1,7.0,76.8,62.2,10.9,37.0,27.9,11.4,70.7,25.8,10700.0,68.3,30.2,66.6,17.1,30.4,33.4,8.9,14.3,986.9,49.2
GA_Augusta,20.8,9.7,14.3,,,37.9,,59.8,12.9,14.5,14.4,39.4,78.5,36.6,15.2,-26.0,7.0,74.3,83.7,,17.1,35.6,,11.9,33.2,,,31.2,62.8,22.5,,19.6,11.7,16.5,,22.1
GA_Columbus,15.2,10.1,13.9,23.6,295.9,31.2,18.1,59.3,12.9,14.0,14.1,37.7,89.5,38.1,15.1,-21.0,6.0,75.7,75.9,12.2,23.6,34.3,4.6,23.1,32.2,10900.0,73.8,29.8,70.8,21.4,36.6,30.5,10.0,15.6,650.5,26.3
GA_Johns Creek,8.1,10.0,16.8,,64.9,5.1,,76.8,7.2,8.6,7.9,26.8,96.3,25.2,2.7,37.3,1.0,81.4,69.9,,4.6,18.9,,14.4,18.2,1300.0,,40.5,74.9,11.5,,71.3,6.2,7.3,30.1,19.1
GA_Macon,16.1,9.8,11.8,22.6,233.5,41.3,14.7,49.7,17.3,16.4,17.5,44.8,81.1,35.7,17.9,-25.0,8.0,74.1,77.6,11.1,24.6,43.1,8.0,16.3,39.0,9000.0,86.1,27.3,57.0,25.7,24.9,16.5,10.4,16.6,,31.5
GA_Roswell,9.8,10.1,17.5,13.7,109.7,14.3,12.3,73.0,7.7,9.9,9.3,28.9,90.2,29.0,4.8,23.0,2.0,81.4,73.1,,13.1,22.1,6.8,24.5,20.3,3000.0,,40.1,67.2,13.3,,54.0,3.7,15.0,114.9,27.0
GA_Sandy Springs,12.7,10.4,17.5,,46.7,20.7,4.3,71.9,7.2,9.9,8.7,27.9,91.0,32.2,6.8,13.9,2.0,81.9,63.1,,16.7,22.0,4.2,14.7,19.8,1300.0,,39.3,71.5,13.2,,43.2,4.5,13.1,123.3,49.2
GA_Savannah,11.0,8.2,14.8,26.3,284.7,34.8,23.9,56.4,12.8,14.3,13.6,38.1,88.0,41.4,24.1,-24.9,8.0,76.2,71.7,11.1,13.7,33.7,9.4,52.0,31.5,12200.0,66.9,30.0,67.9,21.3,25.3,22.3,11.1,21.1,776.7,43.1
GA_Warner Robins,11.1,9.7,14.8,21.8,221.9,31.2,17.7,58.6,11.6,14.4,13.6,36.2,86.3,31.1,8.0,-17.5,4.0,77.9,88.6,,6.6,33.6,4.3,14.8,31.0,9000.0,,31.9,66.7,22.6,,37.1,7.8,18.6,525.5,22.5
HI_Honolulu,16.1,,17.7,18.3,146.5,11.3,12.1,72.3,10.3,9.6,9.4,31.5,85.1,41.0,13.0,14.1,3.0,81.4,57.4,8.5,11.9,22.8,4.3,86.5,21.6,5600.0,77.4,30.9,79.7,13.7,17.2,66.7,4.5,4.7,247.2,63.7
IA_Cedar Rapids,18.5,9.3,20.5,22.8,183.9,13.6,15.7,73.1,8.4,11.1,9.9,29.3,85.9,25.3,20.8,-5.9,5.0,79.6,75.9,7.3,8.9,32.2,10.0,67.6,22.2,7200.0,79.2,41.9,36.9,16.6,18.6,72.3,4.1,5.8,285.6,35.2
IA_Davenport,22.5,9.9,21.5,29.6,190.2,24.5,14.9,67.9,10.0,11.9,11.0,29.2,83.1,30.0,29.1,-14.2,8.0,77.8,63.4,,9.6,32.6,15.9,60.3,24.2,8400.0,,37.4,51.0,19.7,,61.1,4.2,7.7,733.1,42.1
IA_Des Moines,11.8,8.5,19.8,23.8,215.7,27.5,17.2,65.7,9.7,12.6,11.7,28.1,82.5,31.8,32.4,-14.7,9.0,77.0,63.9,8.2,13.4,32.8,16.2,58.1,24.9,9400.0,76.3,36.8,61.8,22.1,35.8,60.1,6.5,9.2,684.0,45.0
IA_Iowa City,17.6,9.2,24.1,18.9,161.2,16.1,15.2,70.6,5.4,12.2,7.8,19.3,90.2,38.3,16.5,-17.6,8.0,83.0,61.6,,8.8,25.3,7.3,83.5,18.8,5600.0,,41.3,51.3,15.4,,73.3,4.6,7.6,215.5,43.1
IA_Sioux City,13.8,8.6,19.4,30.9,170.0,19.5,17.2,64.2,10.0,12.6,12.2,29.2,83.8,24.7,35.4,-15.3,9.0,78.1,73.2,,14.9,36.2,,67.5,26.4,7800.0,,36.6,53.9,19.6,,65.5,5.3,10.3,435.5,40.4
IA_Waterloo,24.3,8.9,20.9,25.2,218.1,23.4,11.9,66.4,11.2,12.1,11.7,33.1,84.5,28.5,30.4,-18.7,8.0,78.1,75.8,,20.0,34.9,6.1,62.3,26.7,8700.0,,43.2,51.2,19.7,,51.5,6.9,9.2,498.9,35.4
ID_Boise City,5.4,9.4,18.4,28.5,191.5,15.2,14.9,69.0,8.0,12.1,10.2,27.8,77.3,29.3,12.9,-7.1,4.0,80.1,69.3,6.7,6.3,24.8,8.6,73.4,17.9,6500.0,84.9,36.5,38.9,14.1,15.2,57.3,5.0,11.0,288.1,40.2
ID_Meridian,5.8,10.0,19.6,36.9,205.9,12.2,13.2,70.8,7.3,11.8,9.7,26.6,78.9,26.8,2.9,1.2,1.0,81.6,73.6,,5.8,25.0,4.3,34.7,17.1,5100.0,,37.6,30.2,14.4,,57.8,3.3,10.1,168.8,26.1
ID_Nampa,14.6,10.1,15.2,35.8,254.7,24.2,22.1,58.1,9.4,14.3,13.1,28.6,77.4,31.2,9.5,-20.9,5.0,78.9,80.8,,4.4,33.6,,37.6,25.3,6900.0,,29.1,47.6,19.1,,46.6,7.1,16.5,300.4,29.6
IL_Arlington Heights,9.1,10.7,22.9,16.8,145.1,2.9,13.4,74.1,7.8,9.0,9.5,29.4,,28.5,15.1,20.9,2.0,81.3,56.2,,17.1,24.4,13.0,90.3,18.0,4400.0,,37.6,54.5,12.7,,44.4,4.3,6.5,58.1,47.4
IL_Aurora,11.1,10.4,20.1,17.0,170.4,19.5,12.9,62.0,9.3,12.3,12.3,26.4,,34.0,20.6,5.6,6.0,79.8,65.4,7.2,21.1,34.4,9.8,85.3,26.0,5000.0,75.9,28.5,75.6,18.3,24.0,32.2,6.3,13.5,259.3,40.3
IL_Bloomington,26.1,9.7,20.9,33.6,176.1,14.9,12.1,68.2,7.9,11.3,10.7,27.1,,24.7,18.6,1.6,5.0,78.7,79.2,,10.7,32.0,15.5,59.9,21.9,6600.0,,34.7,51.7,16.6,,37.0,4.4,5.4,437.7,35.2
IL_Bolingbrook,4.5,10.7,19.8,23.8,192.1,11.9,8.9,63.9,8.8,10.7,10.6,27.4,,36.0,6.5,15.2,2.0,80.1,78.9,,7.8,34.7,6.5,80.1,24.1,5400.0,,30.2,84.0,16.9,,30.8,5.4,10.5,188.4,32.6
IL_Champaign,1.4,9.6,21.5,21.3,141.6,23.2,16.6,61.2,6.5,13.0,9.6,22.5,,35.6,17.4,-19.1,8.0,80.4,64.1,,12.2,29.0,13.5,86.9,22.0,6000.0,,34.4,71.1,17.0,,33.4,5.2,6.9,748.8,49.7
IL_Chicago,33.9,11.4,21.5,26.4,220.7,30.7,19.5,57.5,10.9,12.2,12.4,31.5,,40.7,40.1,-8.9,9.0,77.3,19.2,9.5,44.6,33.0,19.7,97.5,26.4,8200.0,73.1,27.8,83.0,17.6,26.7,31.6,9.9,14.2,1095.7,77.8
IL_Cicero,22.6,11.6,21.2,24.5,187.4,28.5,11.1,46.1,11.0,14.4,15.0,27.4,,44.5,52.7,-17.8,10.0,77.9,15.7,,6.1,36.1,8.1,98.1,34.4,6200.0,,23.6,28.1,19.5,,17.1,8.3,22.8,358.5,72.7
IL_Decatur,30.2,9.9,17.0,20.6,194.3,35.0,28.0,56.8,12.3,13.8,15.4,37.0,,27.4,31.2,-23.4,9.0,76.4,79.5,,15.2,37.3,17.0,61.3,30.4,9900.0,,29.8,51.7,21.8,,15.2,10.4,8.2,598.1,32.2
IL_Elgin,24.6,10.4,20.2,26.5,189.5,20.9,17.8,63.3,9.6,12.1,12.3,27.4,,36.1,21.8,0.5,6.0,80.3,73.6,7.6,13.9,33.1,12.4,71.2,25.6,5700.0,72.3,30.8,70.4,18.0,29.6,16.0,7.2,14.4,200.1,41.4
IL_Evanston,32.9,10.9,23.5,25.3,113.8,8.5,12.8,71.1,7.2,9.6,8.5,26.1,,39.6,42.8,11.7,9.0,82.0,45.4,,14.4,25.1,5.9,99.8,17.5,3600.0,,35.3,75.0,12.3,,43.5,5.0,6.0,161.6,74.8
IL_Joliet,20.0,10.2,20.3,14.4,190.4,17.2,15.2,58.2,9.5,12.5,12.7,28.4,,34.5,20.9,-0.9,5.0,78.0,74.1,8.2,16.6,37.6,12.9,80.0,27.9,5800.0,75.2,29.1,67.9,20.5,14.6,25.1,7.4,10.6,366.1,34.4
IL_Naperville,10.3,10.6,21.3,18.1,140.8,5.3,14.1,75.2,6.9,8.6,8.7,25.5,,26.9,6.9,37.1,1.0,81.7,80.0,6.8,7.2,27.2,9.7,90.2,16.9,3400.0,83.2,34.9,64.1,12.3,2.6,58.6,5.3,4.4,93.3,40.3
IL_Palatine,17.9,10.6,24.3,17.4,170.7,16.2,14.2,69.9,7.3,10.0,9.6,26.3,,31.9,11.0,14.5,3.0,81.9,70.2,,13.5,25.8,7.8,75.9,19.1,4300.0,,36.8,61.6,14.3,,38.7,4.7,12.1,59.3,38.0
IL_Peoria,27.1,10.1,18.6,22.7,218.6,28.0,15.9,59.3,10.8,13.1,13.7,32.5,,30.5,28.4,-15.8,8.0,77.2,71.3,11.1,18.3,35.3,22.6,56.5,26.1,9100.0,74.0,32.1,66.8,20.1,42.4,35.3,10.6,8.3,747.5,38.9
IL_Rockford,19.3,9.9,16.6,34.3,257.2,32.2,16.2,56.3,11.9,13.8,15.2,34.9,,34.4,28.6,-22.7,9.0,76.5,65.6,10.1,15.1,36.3,40.7,62.9,30.3,11800.0,75.2,29.4,68.6,22.8,39.0,16.9,12.8,10.0,1558.2,41.9
IL_Schaumburg,12.5,10.7,23.5,23.4,195.7,8.6,14.1,71.2,7.3,9.4,9.0,26.5,,29.9,7.4,11.5,1.0,80.6,73.7,,8.5,23.7,9.7,88.6,18.7,4100.0,,35.7,70.4,13.7,,67.3,4.7,6.4,106.2,40.9
IL_Springfield,17.2,9.8,19.2,25.6,223.2,31.9,22.4,60.8,10.4,12.4,13.2,33.2,,28.2,24.2,-11.7,8.0,77.8,72.5,11.2,18.7,35.6,22.1,44.3,25.4,9800.0,80.4,32.2,47.2,20.3,33.3,25.0,8.1,6.9,1044.2,33.9
IL_Waukegan,32.0,10.2,16.3,23.8,163.0,26.9,12.7,50.9,11.5,13.8,14.7,31.5,,40.1,26.9,-14.8,8.0,78.7,59.0,,17.7,35.4,11.1,84.4,33.6,6400.0,,25.9,78.1,21.1,,15.8,9.7,21.1,409.5,49.0
IN_Bloomington,19.1,9.0,20.0,43.3,211.2,29.6,17.7,57.8,5.8,15.5,9.6,19.6,91.3,44.4,12.8,-30.1,8.0,78.5,66.5,,7.6,25.8,16.5,55.7,22.9,8300.0,,31.1,46.6,19.3,,76.3,7.7,10.0,533.1,41.1
IN_Carmel,6.3,10.7,18.5,19.4,132.7,4.5,9.9,81.8,7.7,8.6,8.0,28.9,56.1,19.1,5.0,35.8,1.0,83.0,84.8,,7.8,24.9,4.7,19.4,15.5,3600.0,,40.7,41.0,11.9,,91.1,3.0,3.9,19.6,16.4
IN_Evansville,18.7,10.9,16.8,27.1,209.4,37.3,18.2,58.2,11.8,15.2,15.1,33.8,78.2,33.3,31.6,-26.8,9.0,76.5,64.3,9.8,15.8,36.2,23.1,37.3,31.1,11800.0,77.6,32.3,40.3,25.2,47.3,52.8,6.4,13.7,686.6,41.9
IN_Fishers,17.5,10.3,21.4,18.1,158.6,2.9,13.0,80.8,6.1,9.4,7.4,24.2,97.1,18.8,2.6,30.8,1.0,80.5,81.3,,2.3,25.8,7.0,24.4,14.7,4000.0,,41.2,45.3,13.6,,84.3,3.5,4.3,50.1,16.4
IN_Fort Wayne,14.8,10.9,17.8,29.1,231.3,27.1,16.4,65.1,11.1,13.4,13.5,32.2,88.9,25.6,22.0,-16.7,7.0,77.4,76.8,9.1,18.8,34.8,8.3,47.8,25.7,10100.0,64.8,27.9,60.3,21.8,32.6,60.8,7.0,13.3,364.8,29.5
IN_Gary,14.7,10.9,11.3,27.2,272.4,56.1,21.9,42.3,21.6,15.9,19.3,49.2,78.4,39.8,34.3,-40.7,10.0,72.0,80.7,,25.6,49.1,18.7,65.5,40.2,15500.0,,19.5,42.8,25.5,,37.6,15.7,15.6,604.9,34.1
IN_Hammond,21.3,11.1,16.3,27.0,198.7,33.5,17.6,50.8,13.1,14.7,15.8,34.5,78.3,30.9,41.1,-21.8,10.0,74.5,50.2,,11.5,39.1,14.2,66.3,33.5,9300.0,,25.1,74.0,23.0,,59.0,9.5,16.9,620.3,48.6
IN_Indianapolis,17.6,10.8,18.6,,,30.1,,57.6,11.9,14.1,13.1,29.9,74.0,34.3,22.5,-17.1,8.0,75.7,70.3,,21.3,32.9,,34.8,27.1,,,29.9,69.6,24.1,,56.5,8.1,14.1,1372.0,29.8
IN_Lafayette,11.0,10.5,16.5,23.2,214.6,27.3,22.7,58.8,9.4,14.4,12.9,28.8,71.7,31.9,23.3,-21.0,8.0,77.9,75.5,,8.6,32.2,17.6,39.2,26.4,10500.0,,30.0,45.6,21.9,,71.8,6.6,15.1,510.9,35.4
IN_Muncie,12.2,10.0,16.2,23.9,266.4,35.8,18.4,55.8,10.5,16.9,13.9,31.0,85.1,35.9,29.6,-35.5,10.0,76.3,81.2,,18.4,35.0,18.0,47.3,28.9,13600.0,,30.7,36.2,24.0,,55.9,9.5,12.8,353.5,36.2
IN_South Bend,23.1,10.8,17.0,27.1,237.1,37.3,23.3,55.1,13.2,15.1,15.7,36.2,82.8,29.6,34.4,-27.7,9.0,76.4,71.8,9.6,17.1,38.6,22.5,65.5,32.4,11300.0,64.6,29.5,65.8,25.0,47.7,40.8,9.0,15.6,1053.1,43.1
KS_Kansas City,21.9,8.9,14.3,28.2,203.3,32.3,14.7,51.9,12.9,13.6,13.6,35.0,85.8,34.2,29.8,-23.7,9.0,75.8,68.3,9.0,18.7,43.6,3.1,46.5,35.3,9600.0,74.0,26.6,82.5,25.1,46.5,23.0,8.4,22.9,,34.2
KS_Lawrence,14.3,8.7,20.7,23.2,169.8,14.4,15.2,67.2,5.9,12.1,8.7,20.4,92.4,36.7,12.7,-12.6,6.0,80.3,67.0,,5.4,26.0,7.0,66.4,17.8,6200.0,,35.0,51.3,16.6,,49.4,4.3,10.1,,39.7
KS_Olathe,4.6,8.7,19.9,19.4,164.8,8.1,13.1,74.0,6.8,9.7,8.0,24.6,98.6,23.0,6.6,16.0,1.0,79.6,79.9,6.4,9.0,26.2,6.1,68.4,16.9,4800.0,91.2,35.8,51.2,15.6,10.6,55.3,3.8,9.1,192.0,28.0
KS_Overland Park,5.1,8.8,18.3,22.0,126.3,5.9,9.1,78.0,7.2,8.4,7.5,26.7,95.0,24.7,9.0,16.9,1.0,81.4,73.6,6.5,9.2,24.1,5.1,72.8,15.4,4200.0,91.3,38.0,48.1,12.5,6.9,62.8,3.7,6.5,217.1,35.2
KS_Topeka,29.6,8.6,14.1,31.5,211.6,21.7,14.8,62.6,11.3,12.6,12.2,35.2,91.8,29.1,25.5,-17.7,7.0,77.8,75.9,7.4,11.9,36.6,9.2,69.9,26.1,10500.0,79.2,35.1,55.6,19.9,35.9,25.2,6.0,12.8,609.5,34.5
KS_Wichita,23.6,8.8,14.8,22.8,201.1,23.7,18.9,62.8,10.3,12.2,11.8,31.8,84.9,28.1,22.1,-13.3,7.0,77.5,76.2,8.2,16.6,31.3,6.9,51.5,26.9,8900.0,85.0,29.9,66.4,22.3,34.9,28.6,6.2,15.0,1030.3,35.0
KY_Lexington,17.3,9.9,18.4,24.2,165.6,22.9,13.4,65.0,9.6,13.3,13.0,32.6,89.1,30.2,13.8,-9.2,5.0,78.0,71.4,8.3,15.3,32.4,32.0,51.7,24.8,7800.0,79.5,39.7,58.1,20.5,18.0,54.6,6.1,9.6,363.0,34.2
KY_Louisville,31.3,10.7,18.1,,,24.4,,62.8,11.5,14.3,14.3,39.7,88.5,29.3,24.2,-12.4,7.0,76.6,63.7,,22.3,34.2,,37.7,26.3,,,39.8,58.0,23.2,,42.0,6.9,8.6,724.0,51.0
LA_Baton Rouge,22.8,10.2,16.8,34.4,367.1,34.6,26.4,55.3,12.5,14.0,12.8,36.9,66.8,36.9,15.5,-21.5,7.0,74.5,71.4,11.9,27.2,33.8,6.3,53.7,29.3,15800.0,60.3,28.0,64.2,19.9,39.9,38.0,8.9,14.6,1021.0,40.6
LA_Kenner,53.3,9.0,17.7,22.9,194.0,28.1,12.6,58.2,12.1,13.2,13.1,36.0,55.3,33.5,9.9,-10.1,4.0,78.1,60.3,,15.2,33.5,17.2,34.7,27.3,7300.0,,29.8,76.2,19.7,,45.5,5.0,19.8,288.3,44.3
LA_Lafayette,16.8,9.0,18.4,31.5,277.7,26.1,19.1,58.5,10.7,13.7,12.9,35.4,79.5,30.4,12.4,-12.1,5.0,78.5,69.8,10.0,21.0,32.6,5.1,34.2,26.7,8800.0,85.6,29.5,58.2,21.7,25.7,42.5,5.2,14.8,573.1,41.6
LA_Lake Charles,18.9,9.0,16.8,39.1,333.4,36.0,23.1,53.8,14.0,14.4,14.8,41.5,76.7,33.1,18.6,-21.5,8.0,75.1,75.9,,28.2,39.1,,17.0,31.7,13700.0,,26.8,62.8,23.2,,38.8,7.9,16.2,850.2,37.5
LA_New Orleans,21.4,9.0,19.5,23.7,228.9,38.3,18.1,56.4,13.0,13.3,12.7,38.0,70.8,44.2,33.8,-23.1,9.0,75.9,49.5,12.1,33.1,33.8,7.5,79.1,26.8,10400.0,76.6,26.8,62.8,20.6,23.5,48.7,8.7,14.1,1163.9,57.6
LA_Shreveport,11.3,9.6,14.8,33.1,241.0,38.3,19.1,49.6,14.1,14.2,14.7,42.8,71.8,35.7,17.7,-25.7,8.0,75.0,82.0,14.1,28.2,42.6,2.3,30.1,31.4,11800.0,70.7,27.9,59.6,23.2,38.3,35.0,7.3,14.7,931.7,31.7
MA_Boston,29.2,7.4,22.8,20.3,139.8,29.7,12.2,66.6,8.4,13.9,10.5,25.1,72.1,43.1,42.1,-2.5,10.0,79.9,18.8,8.7,25.8,22.9,26.8,99.5,19.9,6100.0,82.9,27.6,84.3,16.4,8.5,29.7,7.3,4.2,694.2,87.0
MA_Brockton,20.8,6.9,17.2,23.4,183.4,24.4,14.1,57.6,12.6,16.6,15.5,36.0,77.8,44.1,35.7,-13.2,9.0,78.1,52.7,,5.8,32.0,48.5,68.1,29.8,9500.0,,26.0,80.7,24.8,,24.4,9.7,4.3,967.2,49.7
MA_Cambridge,20.7,7.4,20.6,17.1,117.2,13.6,14.1,72.2,5.4,10.9,7.2,20.4,92.2,36.6,40.2,16.7,9.0,82.0,24.8,6.1,6.4,20.5,16.7,98.0,15.1,4200.0,85.5,33.5,72.0,12.0,0.8,53.8,5.2,2.6,287.8,87.0
MA_Fall River,32.9,7.1,16.4,16.7,183.4,31.0,11.5,58.6,11.2,18.2,16.5,34.3,81.5,40.7,46.6,-28.5,10.0,76.7,47.0,,7.7,30.6,57.1,73.3,30.6,10300.0,,27.2,50.0,27.2,,36.3,10.2,5.9,989.9,65.3
MA_Lawrence,22.7,7.0,15.3,13.6,155.0,30.6,13.7,54.6,13.7,16.8,16.4,28.4,77.6,52.1,44.2,-25.8,10.0,79.4,55.6,,10.7,32.0,45.3,91.6,33.2,8000.0,,19.1,42.5,20.9,,32.9,10.8,7.8,737.4,71.7
MA_Lowell,13.2,7.2,16.4,18.6,175.3,30.5,17.6,57.1,9.7,15.0,12.9,28.3,79.6,45.0,40.2,-18.0,10.0,77.7,50.6,8.7,8.5,26.2,51.2,91.2,26.7,8700.0,78.9,27.2,79.8,20.1,19.3,43.8,8.4,5.8,293.1,63.7
MA_Lynn,16.3,7.1,16.6,24.8,193.9,27.2,15.6,63.1,11.7,15.2,14.2,29.5,75.9,44.5,49.0,-12.0,10.0,78.4,43.1,,8.8,28.3,53.0,96.5,26.9,8200.0,,24.3,81.2,20.7,,30.7,6.3,6.1,723.3,67.6
MA_New Bedford,22.3,6.8,15.9,21.5,171.5,34.8,14.4,57.6,11.8,18.3,16.9,34.5,74.9,40.9,44.8,-24.6,10.0,77.2,50.9,,11.6,31.6,53.4,76.6,31.3,9700.0,,26.8,65.9,26.6,,38.7,9.1,6.0,666.4,65.5
